,Compound,GT_HalfMetal,GT_InsulatorDirect,GT_InsulatorDirectSpinPolarised,GT_InsulatorIndirect,GT_InsulatorIndirectSpinPolarised,GT_Metal,Fit
44306,Au2La1Rh1,0,0,0,0,0,1,5
122643,Co1La2Si1,0,0,0,0,0,1,5
27165,Al1Re1Sr2,0,0,0,0,0,1,5
49926,Ba1Cr1Os2,0,0,0,0,0,1,5
137985,Cu3Ho3In3,0,0,0,0,0,1,5
50398,Ba4Cu4O24Se8,0,1,0,0,0,0,1
183222,Hg1Pt1Sr1,0,0,0,0,0,1,5
29072,As1Au1Ge1,0,0,0,0,0,1,5
658,Ag2As2F12Se6,0,1,0,0,0,0,3
16558,Al1Co1Hf1,0,0,0,0,0,1,5
73206,B1Ga1Mg1,0,0,0,0,0,1,5
162481,Ga1O3Te1,0,0,0,0,0,1,5
185682,I4K12O20,0,1,0,0,0,0,1
2001,Ag1Be1Co2,0,0,0,0,0,1,5
48973,Ba1Cl2Cu1,0,0,0,0,0,1,3
55977,Ba8O24Ru4Tm4,1,0,0,0,0,0,5
83652,B1Mg1Ta1,0,0,0,0,0,1,5
51750,Ba1Ga2Si1,0,0,0,0,0,1,5
139980,Cu1Li2Tl1,0,0,0,0,0,1,5
149451,Fe1K2Re1,0,0,0,0,0,1,5
63272,Be1Bi2Te1,0,0,0,0,0,1,5
215469,Mn1Pt2Zr1,0,0,0,0,0,1,5
174089,Ge5Yb3,0,0,0,0,0,1,5
246776,Se1Tc1Te1,0,0,0,0,0,1,5
175114,Hf1Ir1W2,0,0,0,0,0,1,5
195148,K1Mn1Te1,0,0,0,0,0,1,0
220662,Na2O12Sr6Ta2,0,1,0,0,0,0,3
72411,Be2Ta1Zn1,0,0,0,0,0,1,5
193171,Ir1Re1Te2,0,0,0,0,0,1,5
184951,H12N6Ni1O4,0,0,0,0,1,0,3
205878,Li4O24Sc4Si8,0,1,0,0,0,0,3
218876,Mo1Re2Sn1,0,0,0,0,0,1,5
31514,As1Cl1Co1,0,0,0,0,0,1,5
161883,Ga1Ni1Sn2,0,0,0,0,0,1,5
220669,Na1Os2Ru1,0,0,0,0,0,1,5
64519,Be1Cl2Pd1,0,0,0,0,0,1,5
77600,Bi1Ga1Zr1,0,0,0,0,0,1,5
196163,K1Ni2Se2,1,0,0,0,0,0,5
229627,Ni1Ta1Te1,0,0,0,0,0,1,5
187153,In1Mg2Tl1,0,0,0,0,0,1,5
164179,Ga1Sb2Y1,0,0,0,0,0,1,5
59252,B4Ba4P8,0,0,0,0,0,1,3
161719,Ga2Nd6O12,0,1,0,0,0,0,3
111857,Ce1Sn3,0,0,0,0,0,1,5
3026,Ag1Br2Sn1,0,0,0,0,0,1,5
245745,Sc1Si1Tl1,0,0,0,0,0,1,5
244251,Ru1Sb2W1,0,0,0,0,0,1,5
111492,Ce1Ni2Sn2,0,0,0,0,0,1,5
146264,Er1Fe2O4,1,0,0,0,0,0,0
189130,In1P2Si1,0,0,0,0,0,1,5
181103,Hg1La1Ni1,0,0,0,0,0,1,5
79465,Bi2Mg2Yb1,0,1,0,0,0,0,1
243793,Rh1Si3Tb1,0,0,0,0,0,1,5
94660,Ca1Co1Se1,0,0,0,0,0,1,5
158841,Ga1In1V1,0,0,0,0,0,1,5
49084,Ba2Cl1In1,1,0,0,0,0,0,5
25802,Al1O3Tc1,1,0,0,0,0,0,5
134514,Cr2Te2,1,0,0,0,0,0,0
240638,P1Si1Zr2,0,0,0,0,0,1,5
149740,Fe1La1Pt1,0,0,0,0,0,1,5
203669,La1Si1V1,0,0,0,0,0,1,5
248967,Ta1Tc1Y2,0,0,0,0,0,1,5
185120,Ho10In8Pd4,0,0,0,0,0,1,5
163393,Ga1Pt2W1,0,0,0,0,0,1,5
27357,Al1Rh1Te2,0,0,0,0,0,1,5
76706,Bi2Fe1Hf1,0,0,0,0,0,1,5
175586,Hf1La2Sn1,0,0,0,0,0,1,5
11013,Ag1Ta2Zn1,0,0,0,0,0,1,5
136430,Cu2Ga1Re1,0,0,0,0,0,1,5
12922,Al1Be1Cl1Na4O12Si4,0,1,0,0,0,0,1
99765,Ca1Na1Nb2,0,0,0,0,0,1,5
6104,Ag1Ge2Sn1,0,0,0,0,0,1,5
9202,Ag4Pb4S12Sb4,0,1,0,0,0,0,1
79005,Bi2La1Ru1,0,0,0,0,0,1,5
136457,Cu2Ga2S4,0,1,0,0,0,0,1
65532,Be1Cu1Fe1,0,0,0,0,0,1,5
62353,B6Cr2P10,0,0,0,0,0,1,5
181029,Hg1K1W1,0,0,0,0,0,1,5
203580,La20Si16,0,0,0,0,0,1,5
82225,Bi1Si1Ti1,0,0,0,0,0,1,5
100333,Ca1Ni1Tc1,0,0,0,0,0,1,5
28813,Al1V1Zn1,0,0,0,0,0,1,5
172545,Ge1Rh1W1,0,0,0,0,0,1,5
240196,P1Sb1Se1,0,0,0,0,0,1,5
181490,Hg1Mg1Re1,0,0,0,0,0,1,5
185718,I2La6S16Si4,0,0,0,1,0,0,3
51729,Ba1Ga2Sc1,0,0,0,0,0,1,5
79600,Bi2Mn1Sb1,0,0,0,0,0,1,5
246193,Sc2Y1Zn1,0,0,0,0,0,1,5
227487,Ni2P1Sb1,0,0,0,0,0,1,5
246395,Se2Sn1,0,0,0,1,0,0,3
93294,B1Si1Tl1,0,0,0,0,0,1,5
206339,Li2Pb1Tc1,0,0,0,0,0,1,5
237154,Pb4Yb8,0,0,0,0,0,1,5
112851,Cl2Co1H12O6,0,0,1,0,0,0,2
239006,P3Pt3Sc3,0,0,0,0,0,1,5
115695,Cl1K2Re1,1,0,0,0,0,0,0
106297,Cd1Hg1P1,0,0,0,0,0,1,5
245635,Sc1Se1V1,0,0,0,0,0,1,5
110392,Cd2Se1Ta1,0,0,0,0,0,1,5
50853,Ba1Fe1In1,0,0,0,0,0,1,5
168518,Ge1Mg1Mo1,0,0,0,0,0,1,5
242243,Re1Rh1Sc1,0,0,0,0,0,1,5
236472,Pb1Si1Zn1,0,0,0,0,0,1,5
22344,Al2La2O6,0,0,0,1,0,0,3
102371,Ca1Sc1Si1,0,0,0,0,0,1,5
168673,Ge2Mg1Pd1,0,0,0,0,0,1,5
19733,Al1Ga1Te2,0,0,0,0,0,1,5
71273,Be1P2W1,0,0,0,0,0,1,5
114837,Cl1Hf1Mn1,0,0,0,0,0,1,5
125339,Co8P8Se8,0,0,0,1,0,0,5
127418,Co1Tl2W1,0,0,0,0,0,1,5
34034,As1Ge1Rh2,0,0,0,0,0,1,5
22438,Al4La10Ru6,0,0,0,0,0,1,5
123333,Co2Mn1Sb1,0,0,0,0,0,1,5
10529,Ag1Sc1Te2,0,0,0,0,0,1,5
8491,Ag2Na1Ta1,0,0,0,0,0,1,5
178981,Hf1Rh1Y1,0,0,0,0,0,1,5
45383,Au1Ni2Pd1,0,0,0,0,0,1,5
142606,Cu1Pb1Ti2,0,0,0,0,0,1,5
120639,Co1Ge1K2,0,0,0,0,0,1,5
112556,C8H32N4O12U2,0,0,0,1,0,0,3
220423,Na2O8Pr2Ti2,0,1,0,0,0,0,3
226919,Ni2O2Zr6,0,0,0,0,0,1,5
175370,Hf1K1V1,0,0,0,0,0,1,5
19456,Al1Ga2Ge1,0,0,0,0,0,1,5
24696,Al1Ni3,0,0,0,0,0,1,5
36182,As1Mg1Re2,0,0,0,0,0,1,5
222284,Na1Sb1Ti2,0,0,0,0,0,1,5
188484,In1Os1Rh2,0,0,0,0,0,1,5
65931,Be1Fe1Hf1,0,0,0,0,0,1,5
140847,Cu1Mo2Si1,0,0,0,0,0,1,5
248007,Si2V6,0,0,0,0,0,1,5
8158,Ag2Mn1Si1,0,0,0,0,0,1,5
181056,Hg1K1Zr1,0,0,0,0,0,1,5
149049,Fe1Ir1Mo2,0,0,0,0,0,1,5
207935,Li26Si8,0,0,0,0,0,1,5
54143,Ba8Li2O24Ta6,0,1,0,0,0,0,1
142526,Cu1Pb1Sc1,0,0,0,1,0,0,5
213052,Mn2Mo2O12Te2,0,0,0,1,0,0,3
47715,Ba1Br1Ge1,0,0,0,0,1,0,5
71622,Be1Rh1Zr1,0,0,0,0,0,1,5
127639,Cr1Cu1Ir1,0,0,0,0,0,1,5
211025,Mg4P12Se4,0,0,0,0,0,1,5
49719,Ba1Co1Sc1,0,0,0,0,0,1,5
80365,B1In1Mo2,0,0,0,0,0,1,5
249200,Ta1Y2Zn1,0,0,0,0,0,1,5
97953,Ca1Ir1Mg2,0,0,0,0,0,1,5
8842,Ag12N4O12S4,0,0,0,1,0,0,3
69123,Be1Mg1V1,0,0,0,0,0,1,5
33956,As2Ge2Nb2,0,0,0,0,0,1,5
103112,Ca1W1Zn2,0,0,0,0,0,1,5
242548,Re2Sb1Si1,0,0,0,0,0,1,5
25335,Al4O6,0,1,0,0,0,0,1
118795,Co1,0,0,0,0,0,1,5
51258,Ba1Fe2Zr1,0,0,0,0,0,1,5
75681,Bi1Cl1Sb1,0,0,0,0,0,1,5
74099,B1Hf2Tc1,0,0,0,0,0,1,5
219117,Mo2Ru1Sr1,0,0,0,0,0,1,5
7476,Ag2La1Na1,0,0,0,0,0,1,5
114355,Cl1Ga2Ta1,0,0,0,0,0,1,5
75164,Bi1Ca1Sn1,0,0,0,0,0,1,5
230951,O10P2Ta2,0,0,0,1,0,0,3
173293,Ge1Si1W1,0,0,0,0,0,1,5
151650,Fe2Ni1Tc1,0,0,0,0,0,1,5
115338,Cl1In1O3,0,0,0,0,0,1,5
35311,As1Ir1W2,0,0,0,0,0,1,5
73480,B1Ga2Y1,0,0,0,0,0,1,5
202163,La3P3Pt3,0,0,0,0,0,1,5
240620,P1Si2Zn1,0,0,0,0,0,1,5
57950,Ba1Sc1V2,0,0,0,0,0,1,5
116436,Cl2Mg1Tl1,0,0,0,0,0,1,3
122171,Co2Ir1Te1,0,0,0,0,0,1,5
4206,Ag2C2N2O2,0,0,0,1,0,0,3
29151,As2Au1Mg1,0,0,0,0,0,1,5
134740,Cs2F4H2,0,1,0,0,0,0,1
37608,As1Pb1Sr2,0,0,0,0,0,1,5
241237,Pt1Sb1Te1,0,0,0,0,0,1,5
155563,F3Ga1Os1,0,0,0,0,0,1,5
247745,Si1Tc1Zn1,0,0,0,0,0,1,5
72194,Be1Si1Te1,0,0,0,0,0,1,5
230684,O12Pd2Sr8,0,1,0,0,0,0,3
239015,P1Pt1Se1,0,0,0,0,0,1,5
3760,Ag1Cl1,0,0,0,1,0,0,5
218894,Mo1Re2Te1,0,0,0,0,0,1,5
206011,Li1Os1Se2,0,0,0,0,0,1,5
146297,Er12Ga20,0,0,0,0,0,1,5
91169,Br1Mo1Ru2,0,0,0,0,0,1,5
10369,Ag1Sb1Ta2,0,0,0,0,0,1,5
138759,Cu1Ir1Ru1,0,0,0,0,0,1,5
129081,Cr1Ge1Mo1,0,0,0,0,0,1,5
165742,Ge2,0,0,0,0,0,1,5
37975,As1P1Si2,0,0,0,0,0,1,5
234625,O12W4,0,1,0,0,0,0,3
129203,Cr1Ge2Rh1,0,0,0,0,0,1,5
202586,La2Pt1Tl1,0,0,0,0,0,1,5
2002,Ag1Be1Co2,0,0,0,0,0,1,5
45891,Au1P1Si1,0,0,0,0,0,1,5
231994,O4Si2,0,1,0,0,0,0,1
202714,La1Re1Ru2,0,0,0,0,0,1,5
152334,Fe4O8Zn2,0,0,0,0,0,1,0
194296,K2La1Tc1,0,0,0,0,0,1,5
203522,La1Se1Tl2,0,0,0,0,0,1,5
84066,B1Mo1Pd1,0,0,0,0,0,1,5
199249,K1Tl2Zn1,0,0,0,0,0,1,5
190241,In2Se3,0,0,0,0,0,1,5
118772,C8N8S8Se4,0,0,0,1,0,0,3
196367,K2O24P6Th4,0,0,0,1,0,0,3
241451,Pt1Se1Zr1,0,0,0,0,0,1,5
94038,Ca1Cd2Re1,0,0,0,0,0,1,5
231140,O3P1Zr1,0,0,0,0,0,1,5
120326,Co2Ga1Sr1,0,0,0,0,0,1,5
80405,B1In1P2,0,0,0,0,0,1,5
86317,B1Pt2Se1,0,0,0,0,0,1,5
196860,K1Pb1Ti1,0,0,0,0,0,1,0
67947,Be1Ir1Li1,0,0,0,0,0,1,5
156887,F3Os1Ru1,0,0,0,0,0,1,5
160878,Ga1Mo1Nb1,0,0,0,0,0,1,5
222793,Na1Sn2Zr1,0,0,0,0,0,1,5
177540,Hf1O3Se1,0,0,0,0,0,1,5
37057,As1Ni1Pd1,0,0,0,0,0,1,5
196278,K1N1O3,0,1,0,0,0,0,1
151612,Fe1Ni1Sn1,0,0,0,0,0,1,5
186818,In1Li1Rh2,0,0,0,0,0,1,5
68205,Be1Ir1Y2,0,0,0,0,0,1,5
197082,K1P1Pb1,0,0,0,1,0,0,5
161307,Ga1Na1Si1,0,0,0,0,0,1,5
43821,Au1In2Sb1,0,0,0,0,0,1,5
86398,B1Pt1V1,0,0,0,0,0,1,5
116965,Cl1Nb1O3,0,0,0,0,0,1,5
221921,Na1Rh2Se1,0,0,0,0,0,1,5
242948,Re1Si2W1,0,0,0,0,0,1,5
230142,N12P6S1Zn4,0,0,0,1,0,0,3
105750,Cd1Ge1Re2,0,0,0,0,0,1,5
247740,Si1Tc2Y1,0,0,0,0,0,1,5
90934,Br1Mg1Zn2,0,0,0,0,0,1,5
8244,Ag2Mo1Pb1,0,0,0,0,0,1,5
73170,B1Ga2Ir1,0,0,0,0,0,1,5
155263,Fe1Te1Zn1,0,0,0,0,0,1,5
185131,Ho16In4Rh4,0,0,0,0,0,1,5
41819,Au2Cs2F8,0,0,0,1,0,0,3
11724,Al1Au2,0,0,0,0,0,1,5
201032,La2Ni2P2,0,0,0,0,0,1,5
196206,K1Ni1Te2,0,0,0,0,0,1,5
75149,Bi1Ca2Se1,0,0,0,0,0,1,5
28919,As1,0,0,0,0,0,1,5
105833,Cd1Ge1Sr2,0,0,0,0,0,1,5
157377,Ga2,0,0,0,0,0,1,5
5223,Ag1Fe2Rh1,0,0,0,0,0,1,5
35017,As1In2Zn1,0,0,0,0,0,1,5
224145,Nb1Pb2Zn1,0,0,0,0,0,1,5
17790,Al2Cu1Na1,0,0,0,0,0,1,5
224075,Nb2Pb1Ta1,0,0,0,0,0,1,5
4454,Ag1Cr1Ge1,0,0,0,0,0,1,5
7125,Ag1Ir1Si1,0,0,0,0,0,1,5
79925,Bi1Na2Nb1,0,0,0,0,0,1,5
1189,Ag2Au1Cu1,0,0,0,0,0,1,5
146745,Er2Pt4,0,0,0,0,0,1,5
78596,Bi1Ir2Te1,0,0,0,0,0,1,5
132736,Cr4Pb4Sb12,0,0,0,0,0,1,5
43429,Au2Hf1Pb1,0,0,0,0,0,1,5
22742,Al2Li1P1,0,0,0,0,0,1,5
221704,Na1P1Zn2,0,0,0,0,0,1,5
128218,Cr2Fe1Nb1,0,0,0,0,0,1,5
82872,B1La1Mn1,0,0,0,0,0,1,5
12449,Al1Ba2La1,0,0,0,0,0,1,5
166411,Ge1Hg1Tc1,0,0,0,0,0,1,5
166829,Ge2In1Sc1,0,0,0,0,0,1,5
55886,Ba2O4Pb1,0,1,0,0,0,0,3
5334,Ag1F1O3,0,0,0,0,0,1,5
122510,Co2La2O6,1,0,0,0,0,0,0
99859,Ca2Na1Ru1,0,0,0,0,0,1,5
194118,K1La1Nb1,0,0,0,0,0,1,5
244484,Ru1Si1Sr1,0,0,0,0,0,1,5
186400,In2K1Sr1,0,0,0,0,0,1,5
215342,Mn2Pt1Sc1,0,0,0,0,0,1,5
203368,La1Sc1Se2,0,0,0,0,0,1,5
236302,Pb1Se2Tc1,0,0,0,0,0,1,5
122019,Co1In1Tc1,0,0,0,0,0,1,5
8331,Ag1Mo2Te1,0,0,0,0,0,1,5
130110,Cr1Ir1Sb1,0,0,0,0,0,1,5
84163,B1Mo1Sr1,0,0,0,0,0,1,5
149207,Fe1Ir2Sn1,0,0,0,0,0,1,5
9941,Ag1P2V1,0,0,0,0,0,1,5
9588,Ag2P2Sb4,0,0,0,0,0,1,5
6431,Ag1Hf2V1,0,0,0,0,0,1,5
130971,Cr1Li1Zn2,0,0,0,0,0,1,5
181033,Hg1K1W2,0,0,0,0,0,1,5
72209,Be2Si1Ti1,0,0,0,0,0,1,5
79659,Bi1Mn1Zn1,0,0,0,0,0,1,5
148187,Fe1Ge1Ti2,0,0,0,0,0,1,5
150032,Fe1Li2Pd1,0,0,0,0,0,1,5
208091,Li2Sn1Ta1,0,0,0,0,0,1,5
205139,Li1Na1Ta1,0,0,0,0,0,1,5
134888,Cs1Ge1O3,0,0,0,0,0,1,5
98157,Ca1Ir1Sn1,0,0,0,0,0,1,5
5100,Ag6F18,0,0,0,1,0,0,3
207029,Li1Pt2Te1,0,0,0,0,0,1,5
150698,Fe1Mo1P1,0,0,0,0,0,1,5
139576,Cu2La2Si2,0,0,0,0,0,1,5
37793,As2Pd1Si1,0,0,0,0,0,1,5
104613,Cd1Cu1Mn2,0,0,0,0,0,1,5
98970,Ca2Mg1Ni1,0,0,0,0,0,1,5
100904,Ca4O12Ti4,0,1,0,0,0,0,1
51887,Ba2Ge4,0,0,0,0,0,1,5
41289,Au2Cl1Pb1,0,0,0,0,0,1,5
236032,Pb1Sb2Tc1,0,0,0,0,0,1,5
35129,As1Ir1Os2,0,0,0,0,0,1,5
152323,Fe4O8Zn2,0,0,0,0,0,1,0
134700,Cs4Cu4Se8Ti2,0,0,0,1,0,0,1
231990,O4Si2,0,1,0,0,0,0,1
20900,Al1Hg1Sr2,0,0,0,0,0,1,5
73260,B2Ga1Ni1,0,0,0,0,0,1,5
232888,Os1P1Si1,0,0,0,0,0,1,5
240701,P1Sr1Zn2,0,0,0,0,0,1,5
40974,Au1Cd1Sb1,0,0,0,0,0,1,5
124963,Co8Pb8Sb24,0,0,0,0,0,1,5
237887,Pd2Ta1Tc1,0,0,0,0,0,1,5
240066,P1Ru1Tc1,0,0,0,0,0,1,5
202688,La1P1Zr1,0,0,0,0,0,1,5
244091,Rh1Tl1W1,0,0,0,0,0,1,5
88593,Br1Ga1Hg1,0,0,0,1,0,0,5
69413,Be1Mo1P2,0,0,0,0,0,1,5
197788,K1Re1Tl1,0,0,0,0,0,1,5
129611,Cr1Hf2Zn1,0,0,0,0,0,1,5
225595,Nb6Se12V2,0,0,0,0,0,1,5
33395,As1F3Xe1,0,0,0,1,0,0,5
16609,Al4Co24In4,0,0,0,0,0,1,5
248702,Sr1Ti1Zn2,0,0,0,0,0,1,5
9559,Ag1P1Ru1,0,0,0,0,0,1,5
224020,Nb2Pb1Sb1,0,0,0,0,0,1,5
234665,O8W2Zn2,0,1,0,0,0,0,1
250191,Yb2,0,0,0,0,0,1,5
50669,Ba1Cu1Tc1,0,0,0,0,0,1,5
99791,Ca4Na8O16Si4,0,0,0,1,0,0,3
153148,Fe1Pt1Se1,0,0,0,0,0,1,5
35950,As2Li1Pb1,0,0,0,0,0,1,5
121777,Co24Hg4Y4,0,0,0,0,0,1,5
39011,As1Si1Y1,0,0,0,0,0,1,5
18797,Al4Fe24Mo4,0,0,0,0,0,1,5
57288,Ba1P1V1,1,0,0,0,0,0,0
69960,Be1Nb2Ta1,0,0,0,0,0,1,5
173696,Ge2Tc1Tl1,0,0,0,0,0,1,5
43495,Au1Hf1Se1,0,0,0,0,0,1,5
95987,Ca2Ga1Hf1,0,0,0,0,0,1,5
215986,Mn1Ru1Y1,0,0,0,0,0,1,5
34357,As1Hf1Ru1,0,0,0,0,0,1,5
100496,Ca1O3Pd1,0,0,0,0,0,1,5
172876,Ge1Sb1Tl2,0,0,0,0,0,1,5
176249,Hf1Mn1Rh1,0,0,0,0,0,1,5
179651,Hf1Si1V1,0,0,0,0,0,1,5
63789,Be4Ca4Fe24,0,0,0,0,0,1,5
138975,Cu1K1Nb1,0,0,0,0,0,1,5
57862,Ba2Sb1Zr1,0,0,0,0,0,1,5
83974,B4Mo2,0,0,0,0,0,1,5
137615,Cu1Hg1In2,0,0,0,0,0,1,5
29731,As1Ba1Si1,0,0,0,0,0,1,5
9042,Ag1Os2Sn1,0,0,0,0,0,1,5
16472,Al20Co8,0,0,0,0,0,1,5
79820,Bi2Mo1Sn1,0,0,0,0,0,1,5
239444,P1Re1Sn1,0,0,0,0,0,1,5
116729,Cl1Mo2Se1,0,0,0,0,0,1,5
222470,Na1Se2Tb1,0,0,0,1,0,0,3
49582,Ba1Co1Na2,0,0,0,0,0,1,5
243126,Re2Sr1Zn1,0,0,0,0,0,1,5
85749,B1P3Pd1,0,0,0,0,0,1,5
220315,Na1Ni1Ti1,0,0,0,0,0,1,5
108704,Cd4Ni24Ti4,0,0,0,0,0,1,5
217214,Mo1Na1P1,0,0,0,0,0,1,5
238077,P4Pb2Pd4,0,0,0,0,0,1,5
41277,Au4Cl16P4,0,1,0,0,0,0,1
250085,V2Zn1Zr1,0,0,0,0,0,1,5
187323,In1Mn2Sn1,0,0,0,0,0,1,5
141194,Cu1Na1Tc2,0,0,0,0,0,1,5
242088,Rb1Se1Zn2,0,0,0,0,0,1,5
194864,K1Mg2Ti1,0,0,0,0,0,1,5
121246,Co1Hf1Rh2,0,0,0,0,0,1,5
210940,Mg4P2Pt2,0,0,0,0,0,1,5
84744,B1Ni1Pb1,0,0,0,0,0,1,5
179862,Hf1Sr1Zr1,0,0,0,0,0,1,5
211720,Mg2Ru1Sr1,0,0,0,0,0,1,5
162115,Ga1Ni1Zr2,0,0,0,0,0,1,5
158630,Ga1In2Na1,0,0,0,0,0,1,5
189767,In1Rh1Tl1,0,0,0,0,0,1,5
70065,Be1Ni2P1,0,0,0,0,0,1,5
90988,Br1Mn2Pb1,0,0,0,0,0,1,5
2438,Ag2Bi1Pt1,0,0,0,0,0,1,5
33043,As2Fe2La2O2,0,0,0,0,0,1,5
170871,Ge2Os1Sc1,0,0,0,0,0,1,5
212432,Mg2Sn1W1,0,0,0,0,0,1,5
25912,Al1Pb1Pd1,0,0,0,0,0,1,5
62494,B1Cu1F3,1,0,0,0,0,0,5
243945,Rh8Sn26Yb6,0,0,0,0,0,1,5
26868,Al1Pt1Ta1,0,0,0,0,0,1,5
129649,Cr4Hg4O16,0,1,0,0,0,0,3
177066,Hf2Nb1V1,0,0,0,0,0,1,5
247829,Si2Te1Zr1,0,0,0,0,0,1,5
60688,B1C7,0,0,0,0,0,1,3
227348,Ni1Pd2Zn1,0,0,0,0,0,1,5
172718,Ge6Ru7U4,0,0,0,0,0,1,5
207530,Li1Ru1Sn2,0,0,0,0,0,1,5
101642,Ca2P2Sn4,0,0,0,0,0,1,5
248671,Sr1Te1Zn2,0,0,0,0,0,1,5
187895,In11Nd5Ni6,0,0,0,0,0,1,5
6700,Ag1Hg1Sr1,0,0,0,0,0,1,5
148301,Fe24Hf4Mg4,0,0,0,0,0,1,5
38328,As1Rh1Si1,0,0,0,0,0,1,5
244504,Ru2Si2Tb1,0,0,0,0,0,1,5
196255,K2Ni1Zn1,0,0,0,0,0,1,5
109681,Cd1Pt2Sb1,0,0,0,0,0,1,5
77237,Bi2Ga1Ge1,0,0,0,0,0,1,5
30552,As2Br2Hg6S8,0,0,0,1,0,0,1
212844,Mg1Tl1Y2,0,0,0,0,0,1,5
37527,As1Pb1Re1,0,0,0,0,0,1,5
160595,Ga1Mn2Ni1,0,0,0,0,0,1,5
166087,Ge1Hf1Te2,0,0,0,0,0,1,5
231101,O56P20Y4,0,1,0,0,0,0,3
23241,Al2Mg1Sb1,0,0,0,0,0,1,5
54969,Ba6Mo4O36P8,0,0,0,1,0,0,1
120279,Co1Ga1Sc1,0,0,0,0,0,1,5
71923,Be1Sb1W1,0,0,0,0,0,1,5
221264,Na1Pd1Zr1,0,0,0,0,0,1,5
21196,Al1In1La2,0,0,0,0,0,1,5
28291,Al4Sr1,0,0,0,0,0,1,5
56354,Ba1O3Ti1,0,0,0,1,0,0,3
204137,La2Tl1Zr1,0,0,0,0,0,1,5
42340,Au1Fe1Pt2,0,0,0,0,0,1,5
172045,Ge1Pt1Tl1,0,0,0,0,0,1,5
167446,Ge2K1Nb1,0,0,0,0,0,1,5
172400,Ge1Rh1Ru1,0,0,0,0,0,1,5
216268,Mn1Sc1Te2,0,0,0,0,0,1,5
123231,Co1Mn1P1,1,0,0,0,0,0,5
123947,Co2Na1Sn1,0,0,0,0,0,1,5
4011,Ag30Cl6P8S32,0,0,0,1,0,0,3
190080,In1Sb1Te2,0,0,0,0,0,1,5
107543,Cd1Li1Re1,0,0,0,0,0,1,5
215292,Mn3P1Tl1,0,0,0,0,0,1,5
84851,B1Ni1W2,0,0,0,0,0,1,5
190905,I1O3Os1,0,0,0,0,0,1,5
65646,Be1Cu1Mo2,0,0,0,0,0,1,5
236340,Pb1Se2V1,1,0,0,0,0,0,5
74600,Bi1Br1Ga2,0,0,0,0,0,1,5
96714,Ca1Ge1Sn1,0,0,0,0,0,1,5
128203,Cr1Fe1Na1,0,0,0,0,0,1,5
42751,Au1Ga1Rh2,0,0,0,0,0,1,5
14279,Al1Br1Na1,0,0,0,0,0,1,5
90518,Br1La1Te1,0,0,0,1,0,0,5
2146,Ag1Be2Pt1,0,0,0,0,0,1,5
69668,Be1Na2Pd1,0,0,0,0,0,1,5
132644,Cr4O8Zn2,0,0,0,1,0,0,3
1474,Ag2Au1Sr1,0,0,0,0,0,1,5
68701,Be2La1V1,0,0,0,0,0,1,5
159087,Ga1Ir1Si2,0,0,0,0,0,1,5
125977,Co2Rh1Se1,0,0,0,0,0,1,5
97696,Ca2In8P2,0,0,0,0,0,1,5
167912,Ge1La2Re1,0,0,0,0,0,1,5
176863,Hf1Na1V1,0,0,0,0,0,1,5
230664,O3Pd1Rh1,0,0,0,0,0,1,5
145796,Dy1Ge2Pt2,0,0,0,0,0,1,5
49624,Ba4Co4O24Se8,0,0,0,1,0,0,4
59893,B1Bi1Pt2,0,0,0,0,0,1,5
202254,La2P2Sb2,0,0,0,0,0,1,5
15525,Al1Cd1Nb1,0,0,0,0,0,1,5
172519,Ge2Rh1Ti1,0,0,0,0,0,1,5
29558,As12Ba12In4,0,1,0,0,0,0,1
123310,Co1Mn1Sb1,0,0,0,0,0,1,5
70309,Be2O2,0,1,0,0,0,0,1
184027,Hg1Si1Ti1,0,0,0,0,0,1,5
152636,Fe1Pd1Sc2,0,0,0,0,0,1,5
71334,Be1Re1Sc1,0,0,0,0,0,1,5
114610,Cl1Ge1Pd1,0,0,0,0,0,1,5
47934,Ba1Br1Sb2,0,0,0,0,0,1,5
125660,Co2Pt1Y1,0,0,0,0,0,1,5
139266,Cu1K1V1,0,0,0,0,0,1,5
213637,Mn1Nb1V2,0,0,0,0,0,1,5
116234,Cl1Li2Zn1,0,0,0,0,0,1,5
218084,Mo2O8Zr1,0,0,0,1,0,0,3
43991,Au2K1P1,0,0,0,0,0,1,5
101926,Ca1Re1Si2,0,0,0,0,0,1,5
136359,Cu1Ga1O3,0,0,0,0,0,1,5
152722,Fe2Pd1Ti1,0,0,0,0,0,1,5
65811,Be1Cu1Ta1,0,0,0,0,0,1,5
204620,Li4Mn2O6,0,0,0,1,0,0,3
51049,Ba2Fe1Pb1,0,0,0,0,0,1,5
30982,As4Ca8F52H16,0,1,0,0,0,0,3
166145,Ge1Hf1Zn1,0,0,0,0,0,1,5
135061,Cs2La2O24P8,0,0,0,1,0,0,1
72392,Be1Ta2V1,0,0,0,0,0,1,5
62590,B8Cu6La6,0,0,0,0,0,1,5
117737,Cl2P1Rh1,0,0,0,1,0,0,5
149051,Fe1Ir2Mo1,0,0,0,0,0,1,5
144651,Cu2Si2U1,0,0,0,0,0,1,5
105199,Cd1Ga1Ir1,0,0,0,0,0,1,5
189076,In1P1Rh2,0,0,0,0,0,1,5
122291,Co1K1Re1,0,0,0,0,0,1,5
176988,Hf1Nb1Sb1,0,0,0,0,0,1,5
95920,Ca1F3Sb1,0,0,0,0,0,1,5
